set_id,Region,Sales_Channel,Units_Sold,Discount_%
71207-1,Asia-Pacific,Online,26220,5
71207-1,Asia-Pacific,Retail,29520,5
71207-1,Australia,Online,38766,15
71207-1,Australia,Retail,49430,10
75080-1,USA,Online,19243,10
75080-1,USA,Retail,18655,5
75080-1,Europe,Online,15147,15
75080-1,Europe,Retail,9393,20
75080-1,Asia-Pacific,Online,16385,10
75080-1,Asia-Pacific,Retail,15466,5
75080-1,Australia,Online,7100,15
75080-1,Australia,Retail,14824,15
75081-1,USA,Online,17607,10
75081-1,USA,Retail,5911,10
75081-1,Europe,Online,5089,20
75081-1,Europe,Retail,8079,10
75081-1,Asia-Pacific,Online,17327,5
75081-1,Asia-Pacific,Retail,18768,5
75081-1,Australia,Online,17278,15
75081-1,Australia,Retail,13902,5
75109-1,USA,Online,28897,15
75109-1,USA,Retail,19258,10
75109-1,Europe,Online,16998,15
75109-1,Europe,Retail,33627,15
75109-1,Asia-Pacific,Online,28622,5
75109-1,Asia-Pacific,Retail,18688,5
75109-1,Australia,Online,46438,10
75109-1,Australia,Retail,35416,10
71235-1,USA,Online,16344,5
71235-1,USA,Retail,37910,10
71235-1,Europe,Online,16236,20
71235-1,Europe,Retail,23464,15
71235-1,Asia-Pacific,Online,36333,10
71235-1,Asia-Pacific,Retail,24545,10
71235-1,Australia,Online,15193,5
71235-1,Australia,Retail,15816,10
71246-1,USA,Online,43378,10
71246-1,USA,Retail,31853,15
71246-1,Europe,Online,47647,10
71246-1,Europe,Retail,46619,10
71246-1,Asia-Pacific,Online,18303,10
71246-1,Asia-Pacific,Retail,17908,10
71246-1,Australia,Online,12781,5
71246-1,Australia,Retail,28385,10
71247-1,USA,Online,5388,10
71247-1,USA,Retail,9819,5
71247-1,Europe,Online,13643,15
71247-1,Europe,Retail,8652,15
71247-1,Asia-Pacific,Online,6074,10
71247-1,Asia-Pacific,Retail,18562,10
71247-1,Australia,Online,19183,10
71247-1,Australia,Retail,17936,10
71256-1,USA,Online,16908,15
71256-1,USA,Retail,21302,5
71256-1,Europe,Online,15532,10
71256-1,Europe,Retail,41211,15
71256-1,Asia-Pacific,Online,39395,5
71256-1,Asia-Pacific,Retail,39905,10
71256-1,Australia,Online,41624,5
71256-1,Australia,Retail,41333,5
75115-1,USA,Online,18735,5
75115-1,USA,Retail,15034,5
75115-1,Europe,Online,5117,20
75115-1,Europe,Retail,10122,20
75115-1,Asia-Pacific,Online,19414,5
75115-1,Asia-Pacific,Retail,11340,10
75115-1,Australia,Online,6032,15
75115-1,Australia,Retail,5169,5
75118-1,USA,Online,14341,5
75118-1,USA,Retail,47751,10
75118-1,Europe,Online,13096,10
75118-1,Europe,Retail,37331,20
75118-1,Asia-Pacific,Online,35984,5
75118-1,Asia-Pacific,Retail,21199,10
75118-1,Australia,Online,48241,15
75118-1,Australia,Retail,11601,10
75119-1,USA,Online,15061,5
75119-1,USA,Retail,5512,10
75119-1,Europe,Online,5071,20
75119-1,Europe,Retail,11301,20
75119-1,Asia-Pacific,Online,6490,5
75119-1,Asia-Pacific,Retail,12789,10
75119-1,Australia,Online,19412,5
75119-1,Australia,Retail,15601,10
75135-1,USA,Online,10364,15
75135-1,USA,Retail,7029,15
75135-1,Europe,Online,7342,20
75135-1,Europe,Retail,16367,15
75135-1,Asia-Pacific,Online,19604,5
75135-1,Asia-Pacific,Retail,19081,10
75135-1,Australia,Online,13203,15
75135-1,Australia,Retail,13212,10
75136-1,USA,Online,14320,15
75136-1,USA,Retail,5351,15
75136-1,Europe,Online,15337,20
75136-1,Europe,Retail,9009,15
75136-1,Asia-Pacific,Online,11022,10
75136-1,Asia-Pacific,Retail,6295,10
75136-1,Australia,Online,17073,10
75136-1,Australia,Retail,9276,10
75137-1,USA,Online,17956,5
75137-1,USA,Retail,7373,15
75137-1,Europe,Online,16579,20
75137-1,Europe,Retail,19898,10
75137-1,Asia-Pacific,Online,7559,5
75137-1,Asia-Pacific,Retail,18952,10
75137-1,Australia,Online,13793,15
75137-1,Australia,Retail,12721,5
75138-1,USA,Online,5624,15
75138-1,USA,Retail,13042,15
75138-1,Europe,Online,7380,20
75138-1,Europe,Retail,7553,20
75138-1,Asia-Pacific,Online,6089,5
75138-1,Asia-Pacific,Retail,10546,10
75138-1,Australia,Online,18909,15
75138-1,Australia,Retail,14224,10
71255-1,USA,Online,17600,15
71255-1,USA,Retail,15625,5
71255-1,Europe,Online,15883,15
71255-1,Europe,Retail,18753,20
71255-1,Asia-Pacific,Online,9025,5
71255-1,Asia-Pacific,Retail,7050,5
71255-1,Australia,Online,8838,5
71255-1,Australia,Retail,11303,10
71346-1,USA,Online,48938,5
71346-1,USA,Retail,19480,15
71346-1,Europe,Online,29112,15
71346-1,Europe,Retail,38371,20
71346-1,Asia-Pacific,Online,25246,5
71346-1,Asia-Pacific,Retail,10109,10
71346-1,Australia,Online,45852,5
71346-1,Australia,Retail,46851,10
75169-1,USA,Online,17506,5
75169-1,USA,Retail,13802,10
75169-1,Europe,Online,18100,10
75169-1,Europe,Retail,15620,20
75169-1,Asia-Pacific,Online,18205,10
75169-1,Asia-Pacific,Retail,5984,10
75169-1,Australia,Online,11305,10
75169-1,Australia,Retail,8321,5
75183-1,USA,Online,17581,15
75183-1,USA,Retail,12975,5
75183-1,Europe,Online,6813,15
75183-1,Europe,Retail,13375,10
75183-1,Asia-Pacific,Online,8320,5
75183-1,Asia-Pacific,Retail,6044,5
75183-1,Australia,Online,14299,15
75183-1,Australia,Retail,13063,10
75523-1,USA,Online,11466,10
75523-1,USA,Retail,21976,5
75523-1,Europe,Online,32676,10
75523-1,Europe,Retail,42995,15
75523-1,Asia-Pacific,Online,49154,10
75523-1,Asia-Pacific,Retail,13811,10
75523-1,Australia,Online,41031,15
75523-1,Australia,Retail,33631,15
75531-1,USA,Online,9879,10
75531-1,USA,Retail,7909,5
75531-1,Europe,Online,14983,20
75531-1,Europe,Retail,13491,10
75531-1,Asia-Pacific,Online,6683,5
75531-1,Asia-Pacific,Retail,7342,10
75531-1,Australia,Online,5509,15
75531-1,Australia,Retail,18218,15
75536-1,USA,Online,11573,15
75536-1,USA,Retail,5620,10
75536-1,Europe,Online,5136,20
75536-1,Europe,Retail,6361,20
75536-1,Asia-Pacific,Online,15993,5
75536-1,Asia-Pacific,Retail,19705,10
75536-1,Australia,Online,9191,10
75536-1,Australia,Retail,7910,10
31091-1,USA,Online,17267,15
31091-1,USA,Retail,13401,5
31091-1,Europe,Online,6824,10
31091-1,Europe,Retail,13689,15
31091-1,Asia-Pacific,Online,11603,5
31091-1,Asia-Pacific,Retail,6000,10
31091-1,Australia,Online,11322,10
31091-1,Australia,Retail,18720,10
31115-1,USA,Online,16621,15
31115-1,USA,Retail,18352,5
31115-1,Europe,Online,11314,15
31115-1,Europe,Retail,7477,10
31115-1,Asia-Pacific,Online,6451,5
31115-1,Asia-Pacific,Retail,6281,5
31115-1,Australia,Online,9210,10
31115-1,Australia,Retail,10163,10
3186-1,USA,Online,13691,15
3186-1,USA,Retail,13389,15
3186-1,Europe,Online,9011,20
3186-1,Europe,Retail,18683,10
3186-1,Asia-Pacific,Online,7619,5
3186-1,Asia-Pacific,Retail,5699,5
3186-1,Australia,Online,13703,10
3186-1,Australia,Retail,8029,15
3187-1,USA,Online,19258,10
3187-1,USA,Retail,8847,5
3187-1,Europe,Online,16326,20
3187-1,Europe,Retail,15981,10
3187-1,Asia-Pacific,Online,13871,5
3187-1,Asia-Pacific,Retail,17405,5
3187-1,Australia,Online,6699,5
3187-1,Australia,Retail,19819,10
79101-1,USA,Online,12345,10
79101-1,USA,Retail,19181,10
79101-1,Europe,Online,19506,20
79101-1,Europe,Retail,13006,10
79101-1,Asia-Pacific,Online,13189,5
79101-1,Asia-Pacific,Retail,10210,5
79101-1,Australia,Online,19071,15
79101-1,Australia,Retail,5805,10
41056-1,USA,Online,17435,15
41056-1,USA,Retail,19239,5
41056-1,Europe,Online,16638,10
41056-1,Europe,Retail,9519,10
41056-1,Asia-Pacific,Online,6338,5
41056-1,Asia-Pacific,Retail,15642,10
41056-1,Australia,Online,9341,5
41056-1,Australia,Retail,7255,10
79119-1,USA,Online,18532,10
79119-1,USA,Retail,14891,10
79119-1,Europe,Online,19412,10
79119-1,Europe,Retail,6522,20
79119-1,Asia-Pacific,Online,10585,10
79119-1,Asia-Pacific,Retail,17438,5
79119-1,Australia,Online,16177,5
79119-1,Australia,Retail,11699,5
41107-1,USA,Online,8013,10
41107-1,USA,Retail,18469,10
41107-1,Europe,Online,7614,15
41107-1,Europe,Retail,17725,20
41107-1,Asia-Pacific,Online,13428,10
41107-1,Asia-Pacific,Retail,19633,10
41107-1,Australia,Online,12187,10
41107-1,Australia,Retail,10314,10
70756-1,USA,Online,12502,10
70756-1,USA,Retail,8762,10
70756-1,Europe,Online,16989,15
70756-1,Europe,Retail,8307,15
70756-1,Asia-Pacific,Online,12242,10
70756-1,Asia-Pacific,Retail,14023,5
70756-1,Australia,Online,15908,5
70756-1,Australia,Retail,13481,5
76040-1,USA,Online,14514,15
76040-1,USA,Retail,17142,10
76040-1,Europe,Online,6595,15
76040-1,Europe,Retail,6438,10
76040-1,Asia-Pacific,Online,18476,5
76040-1,Asia-Pacific,Retail,6166,10
76040-1,Australia,Online,19595,10
76040-1,Australia,Retail,6071,5
41319-1,USA,Online,10684,15
41319-1,USA,Retail,6173,15
41319-1,Europe,Online,14731,20
41319-1,Europe,Retail,12222,15
41319-1,Asia-Pacific,Online,18015,10
41319-1,Asia-Pacific,Retail,6678,5
41319-1,Australia,Online,11823,10
41319-1,Australia,Retail,7169,15
41334-1,USA,Online,11541,10
41334-1,USA,Retail,19033,5
41334-1,Europe,Online,8968,15
41334-1,Europe,Retail,9834,10
41334-1,Asia-Pacific,Online,17426,10
41334-1,Asia-Pacific,Retail,13658,5
41334-1,Australia,Online,19099,5
41334-1,Australia,Retail,16391,10
60192-1,USA,Online,19903,15
60192-1,USA,Retail,5898,5
60192-1,Europe,Online,11007,15
60192-1,Europe,Retail,6046,10
60192-1,Asia-Pacific,Online,19991,10
60192-1,Asia-Pacific,Retail,19373,5
60192-1,Australia,Online,15383,10
60192-1,Australia,Retail,18785,5
21312-1,USA,Online,19656,5
21312-1,USA,Retail,5708,5
21312-1,Europe,Online,10601,10
21312-1,Europe,Retail,11337,20
21312-1,Asia-Pacific,Online,6517,10
21312-1,Asia-Pacific,Retail,8778,10
21312-1,Australia,Online,12118,15
21312-1,Australia,Retail,6420,15
10729-1,USA,Online,19075,10
10729-1,USA,Retail,19886,15
10729-1,Europe,Online,18715,20
10729-1,Europe,Retail,7945,20
10729-1,Asia-Pacific,Online,6161,5
10729-1,Asia-Pacific,Retail,13358,5
10729-1,Australia,Online,18912,5
10729-1,Australia,Retail,18372,5
10753-1,USA,Online,5563,10
10753-1,USA,Retail,15815,5
10753-1,Europe,Online,14735,10
10753-1,Europe,Retail,11003,15
10753-1,Asia-Pacific,Online,15305,5
10753-1,Asia-Pacific,Retail,7142,10
10753-1,Australia,Online,11705,15
10753-1,Australia,Retail,8160,15
10760-1,USA,Online,15790,15
10760-1,USA,Retail,19826,10
10760-1,Europe,Online,19590,10
10760-1,Europe,Retail,13605,15
10760-1,Asia-Pacific,Online,19962,10
10760-1,Asia-Pacific,Retail,16511,5
10760-1,Australia,Online,19705,5
10760-1,Australia,Retail,6910,10
21008-1,USA,Online,9251,5
21008-1,USA,Retail,17779,5
21008-1,Europe,Online,7316,10
21008-1,Europe,Retail,16130,20
21008-1,Asia-Pacific,Online,13077,10
21008-1,Asia-Pacific,Retail,8184,5
21008-1,Australia,Online,17989,5
21008-1,Australia,Retail,18878,5
10768-1,USA,Online,17054,5
10768-1,USA,Retail,10690,5
10768-1,Europe,Online,8905,10
10768-1,Europe,Retail,8202,10
10768-1,Asia-Pacific,Online,14349,5
10768-1,Asia-Pacific,Retail,16782,5
10768-1,Australia,Online,7481,10
10768-1,Australia,Retail,18645,10
41160-1,USA,Online,7566,5
41160-1,USA,Retail,18477,15
41160-1,Europe,Online,8893,10
41160-1,Europe,Retail,7865,15
41160-1,Asia-Pacific,Online,18508,5
41160-1,Asia-Pacific,Retail,16747,10
41160-1,Australia,Online,14426,10
41160-1,Australia,Retail,18242,15
10777-1,USA,Online,18836,10
10777-1,USA,Retail,19559,15
10777-1,Europe,Online,19577,15
10777-1,Europe,Retail,17092,10
10777-1,Asia-Pacific,Online,12574,5
10777-1,Asia-Pacific,Retail,9929,10
10777-1,Australia,Online,11237,10
10777-1,Australia,Retail,16744,5
40477-1,USA,Online,5418,10
40477-1,USA,Retail,17304,10
40477-1,Europe,Online,16789,15
40477-1,Europe,Retail,8149,20
40477-1,Asia-Pacific,Online,9278,10
40477-1,Asia-Pacific,Retail,12195,10
40477-1,Australia,Online,16987,15
40477-1,Australia,Retail,13479,10
40495-1,USA,Online,5425,5
40495-1,USA,Retail,18169,15
40495-1,Europe,Online,19609,15
40495-1,Europe,Retail,11980,10
40495-1,Asia-Pacific,Online,7518,5
40495-1,Asia-Pacific,Retail,17031,5
40495-1,Australia,Online,6305,5
40495-1,Australia,Retail,11057,15
40496-1,USA,Online,10280,15
40496-1,USA,Retail,16180,5
40496-1,Europe,Online,5388,10
40496-1,Europe,Retail,15827,15
40496-1,Asia-Pacific,Online,13777,5
40496-1,Asia-Pacific,Retail,5742,10
40496-1,Australia,Online,12866,15
40496-1,Australia,Retail,5759,5
5640-1,USA,Online,37517,5
5640-1,USA,Retail,20684,10
5640-1,Europe,Online,32120,20
5640-1,Europe,Retail,36355,15
5640-1,Asia-Pacific,Online,35056,5
5640-1,Asia-Pacific,Retail,39660,5
5640-1,Australia,Online,39366,5
5640-1,Australia,Retail,11780,15
4861-1,USA,Online,15938,5
4861-1,USA,Retail,46989,10
4861-1,Europe,Online,40007,15
4861-1,Europe,Retail,20325,20
4861-1,Asia-Pacific,Online,15349,5
4861-1,Asia-Pacific,Retail,13033,5
4861-1,Australia,Online,26684,10
4861-1,Australia,Retail,48274,15
5636-1,USA,Online,25914,5
5636-1,USA,Retail,42623,15
5636-1,Europe,Online,49808,10
5636-1,Europe,Retail,17858,10
5636-1,Asia-Pacific,Online,12535,5
5636-1,Asia-Pacific,Retail,46019,10
5636-1,Australia,Online,47753,5
5636-1,Australia,Retail,19760,10
5656-1,USA,Online,27190,10
5656-1,USA,Retail,34742,10
5656-1,Europe,Online,17230,20
5656-1,Europe,Retail,21149,10
5656-1,Asia-Pacific,Online,25918,5
5656-1,Asia-Pacific,Retail,23810,10
5656-1,Australia,Online,20465,10
5656-1,Australia,Retail,23862,10
6136-1,USA,Online,23351,15
6136-1,USA,Retail,34112,15
6136-1,Europe,Online,13744,15
6136-1,Europe,Retail,39662,10
6136-1,Asia-Pacific,Online,15739,5
6136-1,Asia-Pacific,Retail,34015,5
6136-1,Australia,Online,40454,15
6136-1,Australia,Retail,12187,10
6133-1,USA,Online,34751,10
6133-1,USA,Retail,10833,15
6133-1,Europe,Online,20713,15
6133-1,Europe,Retail,14903,15
6133-1,Asia-Pacific,Online,22886,5
6133-1,Asia-Pacific,Retail,33813,10
6133-1,Australia,Online,34750,5
6133-1,Australia,Retail,28063,15
6141-1,USA,Online,34682,5
6141-1,USA,Retail,38106,5
6141-1,Europe,Online,12115,15
6141-1,Europe,Retail,36903,20
6141-1,Asia-Pacific,Online,24525,5
6141-1,Asia-Pacific,Retail,26582,10
6141-1,Australia,Online,10758,15
6141-1,Australia,Retail,24744,5
6153-1,USA,Online,32463,15
6153-1,USA,Retail,38785,5
6153-1,Europe,Online,34253,15
6153-1,Europe,Retail,21058,20
6153-1,Asia-Pacific,Online,22438,5
6153-1,Asia-Pacific,Retail,12680,10
6153-1,Australia,Online,16898,10
6153-1,Australia,Retail,35623,10
10510-1,USA,Online,42290,10
10510-1,USA,Retail,43408,10
10510-1,Europe,Online,10609,10
10510-1,Europe,Retail,29162,10
10510-1,Asia-Pacific,Online,35019,5
10510-1,Asia-Pacific,Retail,22286,10
10510-1,Australia,Online,30523,10
10510-1,Australia,Retail,40053,15
10513-1,USA,Online,12428,10
10513-1,USA,Retail,20854,5
10513-1,Europe,Online,26938,10
10513-1,Europe,Retail,21047,20
10513-1,Asia-Pacific,Online,14417,10
10513-1,Asia-Pacific,Retail,10225,10
10513-1,Australia,Online,22904,15
10513-1,Australia,Retail,39049,15
10539-1,USA,Online,38265,15
10539-1,USA,Retail,25538,5
10539-1,Europe,Online,28209,15
10539-1,Europe,Retail,23338,10
10539-1,Asia-Pacific,Online,36535,5
10539-1,Asia-Pacific,Retail,26747,5
10539-1,Australia,Online,27890,5
10539-1,Australia,Retail,24958,15
10583-1,USA,Online,17765,5
10583-1,USA,Retail,29328,15
10583-1,Europe,Online,38970,20
10583-1,Europe,Retail,46826,10
10583-1,Asia-Pacific,Online,36298,10
10583-1,Asia-Pacific,Retail,32442,5
10583-1,Australia,Online,26355,5
10583-1,Australia,Retail,23040,10
10592-1,USA,Online,47881,15
10592-1,USA,Retail,25012,15
10592-1,Europe,Online,12613,10
10592-1,Europe,Retail,44578,10
10592-1,Asia-Pacific,Online,18917,10
10592-1,Asia-Pacific,Retail,40561,5
10592-1,Australia,Online,17499,10
10592-1,Australia,Retail,48497,15
10594-1,USA,Online,29142,10
10594-1,USA,Retail,46383,15
10594-1,Europe,Online,16990,10
10594-1,Europe,Retail,25843,15
10594-1,Asia-Pacific,Online,26129,5
10594-1,Asia-Pacific,Retail,10528,5
10594-1,Australia,Online,12391,5
10594-1,Australia,Retail,37766,5
10597-1,USA,Online,44011,10
10597-1,USA,Retail,20155,15
10597-1,Europe,Online,38628,10
10597-1,Europe,Retail,29075,10
10597-1,Asia-Pacific,Online,35322,10
10597-1,Asia-Pacific,Retail,47387,5
10597-1,Australia,Online,47469,10
10597-1,Australia,Retail,34752,10
10600-1,USA,Online,33257,5
10600-1,USA,Retail,45299,10
10600-1,Europe,Online,46100,10
10600-1,Europe,Retail,22582,20
10600-1,Asia-Pacific,Online,23322,10
10600-1,Asia-Pacific,Retail,37699,10
10600-1,Australia,Online,31138,15
10600-1,Australia,Retail,42841,5
10825-1,USA,Online,48189,15
10825-1,USA,Retail,38038,15
10825-1,Europe,Online,46465,15
10825-1,Europe,Retail,48671,20
10825-1,Asia-Pacific,Online,29009,10
10825-1,Asia-Pacific,Retail,30531,10
10825-1,Australia,Online,29256,5
10825-1,Australia,Retail,26989,15
10828-1,USA,Online,26181,10
10828-1,USA,Retail,30982,15
10828-1,Europe,Online,46418,20
10828-1,Europe,Retail,49614,20
10828-1,Asia-Pacific,Online,13902,10
10828-1,Asia-Pacific,Retail,41988,10
10828-1,Australia,Online,31643,5
10828-1,Australia,Retail,24363,10
10872-1,USA,Online,40710,5
10872-1,USA,Retail,33084,15
10872-1,Europe,Online,35237,15
10872-1,Europe,Retail,15838,20
10872-1,Asia-Pacific,Online,34833,5
10872-1,Asia-Pacific,Retail,13796,5
10872-1,Australia,Online,28773,10
10872-1,Australia,Retail,29481,15
10736-1,USA,Online,31595,10
10736-1,USA,Retail,20260,5
10736-1,Europe,Online,30773,10
10736-1,Europe,Retail,39445,20
10736-1,Asia-Pacific,Online,34356,5
10736-1,Asia-Pacific,Retail,43884,10
10736-1,Australia,Online,45544,15
10736-1,Australia,Retail,41944,10
66678-1,USA,Online,31721,10
66678-1,USA,Retail,30857,15
66678-1,Europe,Online,21546,15
66678-1,Europe,Retail,46069,20
66678-1,Asia-Pacific,Online,28759,5
66678-1,Asia-Pacific,Retail,22821,5
66678-1,Australia,Online,18693,15
66678-1,Australia,Retail,45721,10
45503-1,USA,Online,35601,10
45503-1,USA,Retail,49730,15
45503-1,Europe,Online,42488,10
45503-1,Europe,Retail,38754,20
45503-1,Asia-Pacific,Online,46496,10
45503-1,Asia-Pacific,Retail,14570,5
45503-1,Australia,Online,14623,10
45503-1,Australia,Retail,11602,10
45507-1,USA,Online,24550,5
45507-1,USA,Retail,41685,15
45507-1,Europe,Online,10552,15
45507-1,Europe,Retail,33441,10
45507-1,Asia-Pacific,Online,12456,5
45507-1,Asia-Pacific,Retail,39095,10
45507-1,Australia,Online,24706,15
45507-1,Australia,Retail,22876,5
7746-1,USA,Online,8269,5
7746-1,USA,Retail,17711,5
7746-1,Europe,Online,11977,20
7746-1,Europe,Retail,6108,20
7746-1,Asia-Pacific,Online,9585,10
7746-1,Asia-Pacific,Retail,8927,5
7746-1,Australia,Online,18025,15
7746-1,Australia,Retail,6980,15
3222-1,USA,Online,10007,5
3222-1,USA,Retail,10852,15
3222-1,Europe,Online,13709,15
3222-1,Europe,Retail,6252,10
3222-1,Asia-Pacific,Online,19483,10
3222-1,Asia-Pacific,Retail,18961,10
3222-1,Australia,Online,10793,5
3222-1,Australia,Retail,19052,5
3367-1,USA,Online,16422,10
3367-1,USA,Retail,7282,10
3367-1,Europe,Online,6800,15
3367-1,Europe,Retail,7063,10
3367-1,Asia-Pacific,Online,18228,10
3367-1,Asia-Pacific,Retail,10764,10
3367-1,Australia,Online,11539,10
3367-1,Australia,Retail,18763,15
4206-2,USA,Online,18388,5
4206-2,USA,Retail,5553,10
4206-2,Europe,Online,17899,10
4206-2,Europe,Retail,18513,15
4206-2,Asia-Pacific,Online,16559,10
4206-2,Asia-Pacific,Retail,8141,10
4206-2,Australia,Online,7746,10
4206-2,Australia,Retail,19770,10
41006-1,USA,Online,17492,15
41006-1,USA,Retail,6762,10
41006-1,Europe,Online,19313,10
41006-1,Europe,Retail,17245,15
41006-1,Asia-Pacific,Online,14605,10
41006-1,Asia-Pacific,Retail,10187,5
41006-1,Australia,Online,18750,15
41006-1,Australia,Retail,19449,15
41007-1,USA,Online,10038,10
41007-1,USA,Retail,19512,5
41007-1,Europe,Online,11252,10
41007-1,Europe,Retail,17833,20
41007-1,Asia-Pacific,Online,10028,5
41007-1,Asia-Pacific,Retail,13712,5
41007-1,Australia,Online,6463,5
41007-1,Australia,Retail,6680,10
41016-1,USA,Online,12006,10
41016-1,USA,Retail,19420,10
41016-1,Europe,Online,15982,15
41016-1,Europe,Retail,19642,15
41016-1,Asia-Pacific,Online,12267,10
41016-1,Asia-Pacific,Retail,12289,5
41016-1,Australia,Online,6140,10
41016-1,Australia,Retail,5647,10
60005-1,USA,Online,6801,10
60005-1,USA,Retail,13121,15
60005-1,Europe,Online,19200,20
60005-1,Europe,Retail,19786,10
60005-1,Asia-Pacific,Online,18503,5
60005-1,Asia-Pacific,Retail,11284,10
60005-1,Australia,Online,10770,10
60005-1,Australia,Retail,19398,5
60007-1,USA,Online,6290,15
60007-1,USA,Retail,15691,15
60007-1,Europe,Online,5361,10
60007-1,Europe,Retail,10682,10
60007-1,Asia-Pacific,Online,15582,10
60007-1,Asia-Pacific,Retail,11972,5
60007-1,Australia,Online,13045,5
60007-1,Australia,Retail,18239,15
60023-1,USA,Online,17724,5
60023-1,USA,Retail,9602,5
60023-1,Europe,Online,14418,20
60023-1,Europe,Retail,19673,20
60023-1,Asia-Pacific,Online,14804,5
60023-1,Asia-Pacific,Retail,19459,10
60023-1,Australia,Online,10871,5
60023-1,Australia,Retail,11697,5
60024-1,USA,Online,14974,10
60024-1,USA,Retail,12023,10
60024-1,Europe,Online,7639,10
60024-1,Europe,Retail,15584,10
60024-1,Asia-Pacific,Online,9989,10
60024-1,Asia-Pacific,Retail,17789,5
60024-1,Australia,Online,14792,10
60024-1,Australia,Retail,18115,15
60025-1,USA,Online,14367,10
60025-1,USA,Retail,8996,10
60025-1,Europe,Online,16835,10
60025-1,Europe,Retail,10038,10
60025-1,Asia-Pacific,Online,5369,10
60025-1,Asia-Pacific,Retail,7279,10
60025-1,Australia,Online,19602,10
60025-1,Australia,Retail,8784,15
60027-1,USA,Online,12798,15
60027-1,USA,Retail,10296,5
60027-1,Europe,Online,13071,20
60027-1,Europe,Retail,18559,15
60027-1,Asia-Pacific,Online,14462,5
60027-1,Asia-Pacific,Retail,10364,5
60027-1,Australia,Online,7342,5
60027-1,Australia,Retail,5944,10
41034-1,USA,Online,5591,5
41034-1,USA,Retail,12636,15
41034-1,Europe,Online,15604,20
41034-1,Europe,Retail,11999,20
41034-1,Asia-Pacific,Online,16299,10
41034-1,Asia-Pacific,Retail,16697,5
41034-1,Australia,Online,15699,10
41034-1,Australia,Retail,12121,5
41035-1,USA,Online,18291,15
41035-1,USA,Retail,8898,5
41035-1,Europe,Online,14371,10
41035-1,Europe,Retail,6994,10
41035-1,Asia-Pacific,Online,15737,10
41035-1,Asia-Pacific,Retail,9520,5
41035-1,Australia,Online,19071,15
41035-1,Australia,Retail,14624,15
41036-1,USA,Online,16030,5
41036-1,USA,Retail,17520,10
41036-1,Europe,Online,6499,20
41036-1,Europe,Retail,13672,20
41036-1,Asia-Pacific,Online,7460,10
41036-1,Asia-Pacific,Retail,11893,5
41036-1,Australia,Online,13012,15
41036-1,Australia,Retail,7274,10
41040-1,USA,Online,7516,15
41040-1,USA,Retail,7764,5
41040-1,Europe,Online,14292,10
41040-1,Europe,Retail,5926,20
41040-1,Asia-Pacific,Online,11941,5
41040-1,Asia-Pacific,Retail,13750,10
41040-1,Australia,Online,14761,10
41040-1,Australia,Retail,15009,10
41059-1,USA,Online,8772,15
41059-1,USA,Retail,7679,5
41059-1,Europe,Online,15321,20
41059-1,Europe,Retail,5487,15
41059-1,Asia-Pacific,Online,16510,5
41059-1,Asia-Pacific,Retail,7193,5
41059-1,Australia,Online,15821,10
41059-1,Australia,Retail,18337,5
60048-1,USA,Online,10667,5
60048-1,USA,Retail,10986,15
60048-1,Europe,Online,11760,15
60048-1,Europe,Retail,9565,15
60048-1,Asia-Pacific,Online,17669,10
60048-1,Asia-Pacific,Retail,19638,10
60048-1,Australia,Online,11769,5
60048-1,Australia,Retail,8121,15
60060-1,USA,Online,15793,15
60060-1,USA,Retail,13779,15
60060-1,Europe,Online,5628,10
60060-1,Europe,Retail,18037,10
60060-1,Asia-Pacific,Online,8308,10
60060-1,Asia-Pacific,Retail,17080,10
60060-1,Australia,Online,9985,15
60060-1,Australia,Retail,8910,5
60061-1,USA,Online,16379,5
60061-1,USA,Retail,13192,10
60061-1,Europe,Online,17002,15
60061-1,Europe,Retail,6978,10
60061-1,Asia-Pacific,Online,17132,10
60061-1,Asia-Pacific,Retail,16767,10
60061-1,Australia,Online,17184,15
60061-1,Australia,Retail,6866,5
60063-1,USA,Online,15131,5
60063-1,USA,Retail,10413,15
60063-1,Europe,Online,12770,10
60063-1,Europe,Retail,7936,15
60063-1,Asia-Pacific,Online,10734,5
60063-1,Asia-Pacific,Retail,19199,10
60063-1,Australia,Online,8774,15
60063-1,Australia,Retail,5950,10
41093-1,USA,Online,11848,15
41093-1,USA,Retail,9977,15
41093-1,Europe,Online,18905,15
41093-1,Europe,Retail,18969,20
41093-1,Asia-Pacific,Online,13870,10
41093-1,Asia-Pacific,Retail,11175,10
41093-1,Australia,Online,7549,5
41093-1,Australia,Retail,11896,10
41097-1,USA,Online,9452,15
41097-1,USA,Retail,14164,5
41097-1,Europe,Online,9991,10
41097-1,Europe,Retail,13491,20
41097-1,Asia-Pacific,Online,9649,10
41097-1,Asia-Pacific,Retail,19534,10
41097-1,Australia,Online,15801,10
41097-1,Australia,Retail,15176,5
41100-1,USA,Online,13592,5
41100-1,USA,Retail,10784,15
41100-1,Europe,Online,5252,10
41100-1,Europe,Retail,8233,10
41100-1,Asia-Pacific,Online,6669,5
41100-1,Asia-Pacific,Retail,9668,10
41100-1,Australia,Online,18367,5
41100-1,Australia,Retail,9106,10
41102-1,USA,Online,18334,10
41102-1,USA,Retail,8886,10
41102-1,Europe,Online,18244,10
41102-1,Europe,Retail,15205,10
41102-1,Asia-Pacific,Online,7403,5
41102-1,Asia-Pacific,Retail,11158,10
